orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,store_id,create_timestamp,update_timestamp
10403,S12_2823,66,122.00,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10417,S12_2823,21,144.60,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S12_3148,35,145.04,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S12_3380,43,102.17,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S12_3380,10,111.57,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S12_3990,77,67.03,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S12_3990,34,64.64,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S12_4473,42,98.36,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S12_4473,32,99.54,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S12_4473,54,100.73,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10405,S12_4675,97,115.16,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S12_4675,32,99.04,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10424,S18_1097,54,108.50,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S18_1342,27,88.36,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_1342,65,99.66,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_1367,44,51.21,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S18_1589,34,121.95,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S18_1589,37,100.80,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S18_1662,28,143.50,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S18_1662,25,130.88,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10379,S18_1749,39,156.40,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10406,S18_1984,48,133.72,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S18_1984,34,133.72,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S18_2238,20,142.45,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S18_2238,20,137.53,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S18_2238,41,150.63,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10379,S18_2248,27,50.85,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S18_2319,27,119.05,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S18_2319,38,104.32,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S18_2319,56,120.28,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S18_2325,40,119.50,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S18_2432,47,49.83,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S18_2581,21,72.65,18,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S18_2795,21,156.94,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_2795,56,145.13,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10379,S18_2870,29,113.52,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S18_2870,55,116.16,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_2949,47,93.21,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10423,S18_2949,10,89.15,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_2957,53,49.97,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10423,S18_2957,31,56.21,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S18_3029,22,75.70,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S18_3029,37,73.12,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S18_3136,34,84.82,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10423,S18_3136,21,98.44,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S18_3140,24,125.66,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S18_3259,26,83.70,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S18_3278,22,66.74,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S18_3278,90,67.54,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S18_3278,16,70.76,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10379,S18_3685,32,134.22,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10406,S18_3685,65,117.26,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S18_3685,43,114.44,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S18_3782,28,60.30,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10403,S18_3782,36,55.33,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S18_3782,33,56.57,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S18_3856,50,99.52,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S18_3856,22,100.58,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S18_4027,25,117.77,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S18_4027,38,137.88,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10394,S18_4027,37,124.95,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S18_4409,32,78.23,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S18_4522,28,77.24,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S18_4600,30,106.55,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S18_4668,30,46.29,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S18_4668,44,41.76,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10424,S18_4668,26,40.25,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S18_4721,49,122.02,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S18_4721,48,124.99,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S18_4721,28,120.53,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_1046,34,66.88,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S24_1444,22,52.60,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10394,S24_1444,31,53.18,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S24_1444,21,47.40,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10403,S24_1578,46,109.32,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10417,S24_1578,35,109.32,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10379,S24_1628,32,48.80,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_1937,32,29.87,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_2022,27,37.63,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S24_2022,31,42.56,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S24_2300,41,127.79,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S24_2300,33,112.46,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S24_2300,70,109.90,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10403,S24_2360,27,57.49,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S24_2360,52,64.41,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S24_2840,40,33.24,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10394,S24_2840,46,35.36,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S24_2840,30,32.88,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S24_2841,38,58.92,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S24_2841,39,56.86,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S24_2972,41,30.59,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10405,S24_2972,47,37.38,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S24_2972,15,32.10,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S24_3151,33,82.31,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_3191,44,77.05,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S24_3371,46,52.66,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S24_3371,49,53.27,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S24_3371,55,52.66,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S24_3420,46,53.92,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S24_3420,35,54.57,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_3432,34,91.02,11,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S24_3856,33,129.20,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10405,S24_3856,76,127.79,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10419,S24_3856,70,112.34,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S24_3949,39,62.10,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S24_3949,41,55.96,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10380,S24_3969,43,32.82,12,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S24_4258,41,88.62,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S24_4258,33,88.62,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10410,S24_4258,50,95.44,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10423,S24_4258,28,78.89,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S24_4278,50,71.73,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10378,S24_4620,41,80.84,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10404,S24_4620,48,65.48,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S24_4620,10,66.29,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S32_1268,41,82.83,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S32_1268,38,84.75,4,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10387,S32_1374,44,79.91,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S32_2509,32,53.57,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10394,S32_2509,36,47.08,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10412,S32_2509,19,50.86,7,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10403,S32_4485,45,88.78,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10418,S32_4485,50,100.01,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10383,S50_1514,38,48.62,10,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10395,S50_1514,45,57.99,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S700_1138,44,58.00,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10397,S700_1938,32,69.29,5,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S700_2047,32,76.94,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_2047,29,85.09,13,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_2466,37,90.75,14,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10358,S700_2824,27,85.98,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10393,S700_2824,21,83.95,6,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10424,S700_2824,46,85.98,1,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_3167,32,68.00,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S700_3505,34,94.16,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_3505,45,83.14,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10397,S700_3505,48,86.15,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S700_3962,37,83.42,8,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_3962,30,80.44,3,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10397,S700_3962,36,80.44,2,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S700_4002,45,68.11,17,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S700_4002,44,59.22,15,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10373,S72_1253,25,44.20,9,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
10386,S72_1253,50,47.67,16,NULL,2021-10-08 15:00:01,2021-10-08 15:00:01
